student_id,full_name,email,branch,cgpa,graduation_year,active_backlogs,gender
USN_2025_110,Varun Reddy,varun.cse21_110@rvce.edu.in,CSE,6.99,2025,0,Male
USN_2025_111,Vikram Joshi,vikram.cse21_111@rvce.edu.in,CSE,7.31,2025,0,Male
USN_2025_112,Pranav Rao,pranav.cse21_112@rvce.edu.in,CSE,7.37,2025,0,Male
USN_2025_113,Nikhil Iyer,nikhil.cse21_113@rvce.edu.in,CSE,7.96,2025,1,Male
USN_2025_114,Ishita Reddy,ishita.cse21_114@rvce.edu.in,CSE,5.56,2025,0,Female
USN_2025_115,Divya Nair,divya.cse21_115@rvce.edu.in,CSE,8.03,2025,0,Female
USN_2025_116,Nikhil Gupta,nikhil.cse21_116@rvce.edu.in,CSE,7.40,2025,1,Male
USN_2025_117,Neha Patel,neha.cse21_117@rvce.edu.in,CSE,7.35,2025,0,Female
USN_2025_118,Deepa Patel,deepa.cse21_118@rvce.edu.in,CSE,8.18,2025,0,Female
USN_2025_119,Pooja Singh,pooja.cse21_119@rvce.edu.in,CSE,9.71,2025,0,Female
USN_2025_120,Gaurav Menon,gaurav.cse21_120@rvce.edu.in,CSE,5.59,2025,0,Male
USN_2025_121,Rohan Sharma,rohan.cse21_121@rvce.edu.in,CSE,8.56,2025,0,Male
USN_2025_122,Suresh Gupta,suresh.cse21_122@rvce.edu.in,CSE,7.42,2025,0,Male
USN_2025_123,Pooja Verma,pooja.cse21_123@rvce.edu.in,CSE,7.92,2025,0,Female
USN_2025_124,Nikhil Joshi,nikhil.cse21_124@rvce.edu.in,CSE,7.72,2025,0,Male
USN_2025_125,Gaurav Gupta,gaurav.cse21_125@rvce.edu.in,CSE,6.13,2025,0,Male
USN_2025_126,Ankit Verma,ankit.cse21_126@rvce.edu.in,CSE,7.82,2025,1,Male
USN_2025_127,Meera Singh,meera.cse21_127@rvce.edu.in,CSE,8.88,2025,0,Female
USN_2025_128,Vikram Pillai,vikram.cse21_128@rvce.edu.in,CSE,6.50,2025,0,Male
USN_2025_129,Pooja Pillai,pooja.cse21_129@rvce.edu.in,CSE,9.53,2025,0,Female
USN_2025_130,Swati Nair,swati.cse21_130@rvce.edu.in,CSE,6.48,2025,0,Female
USN_2025_131,Pranav Reddy,pranav.cse21_131@rvce.edu.in,CSE,6.51,2025,0,Male
USN_2025_132,Ananya Reddy,ananya.cse21_132@rvce.edu.in,CSE,9.48,2025,1,Female
USN_2025_133,Aarav Patel,aarav.cse21_133@rvce.edu.in,CSE,7.62,2025,1,Male
USN_2025_134,Bhavna Nair,bhavna.cse21_134@rvce.edu.in,CSE,7.74,2025,1,Female
USN_2025_135,Aarav Bhat,aarav.cse21_135@rvce.edu.in,CSE,8.05,2025,0,Male
USN_2025_136,Nandini Bhat,nandini.cse21_136@rvce.edu.in,CSE,7.07,2025,0,Female
USN_2025_137,Bhavna Bhat,bhavna.cse21_137@rvce.edu.in,CSE,8.49,2025,0,Female
USN_2025_138,Rhea Menon,rhea.cse21_138@rvce.edu.in,CSE,7.76,2025,0,Female
USN_2025_139,Kavya Joshi,kavya.cse21_139@rvce.edu.in,CSE,7.42,2025,0,Female
USN_2025_140,Aarav Sharma,aarav.cse21_140@rvce.edu.in,CSE,9.67,2025,0,Male
USN_2025_141,Kavya Nair,kavya.cse21_141@rvce.edu.in,CSE,7.65,2025,0,Female
USN_2025_142,Divya Pillai,divya.cse21_142@rvce.edu.in,CSE,7.71,2025,0,Female
USN_2025_143,Suresh Bhat,suresh.cse21_143@rvce.edu.in,CSE,8.06,2025,0,Male
USN_2025_144,Suresh Verma,suresh.cse21_144@rvce.edu.in,CSE,6.53,2025,0,Male
USN_2025_145,Bhavna Gupta,bhavna.cse21_145@rvce.edu.in,CSE,6.46,2025,0,Female
USN_2025_146,Nandini Bhat,nandini.cse21_146@rvce.edu.in,CSE,7.63,2025,0,Female
USN_2025_147,Tanvi Deshmukh,tanvi.cse21_147@rvce.edu.in,CSE,8.06,2025,1,Female
USN_2025_148,Ankit Pillai,ankit.cse21_148@rvce.edu.in,CSE,7.52,2025,0,Male
USN_2025_149,Meera Deshmukh,meera.cse21_149@rvce.edu.in,CSE,9.21,2025,0,Female
USN_2025_150,Vikram Joshi,vikram.cse21_150@rvce.edu.in,CSE,9.08,2025,0,Male
USN_2025_151,Ishita Patel,ishita.cse21_151@rvce.edu.in,CSE,8.04,2025,0,Female
USN_2025_152,Rohan Joshi,rohan.cse21_152@rvce.edu.in,CSE,8.56,2025,1,Male
USN_2025_153,Shreya Sharma,shreya.cse21_153@rvce.edu.in,CSE,7.48,2025,0,Female
USN_2025_154,Deepa Gupta,deepa.cse21_154@rvce.edu.in,CSE,7.87,2025,0,Female
USN_2025_155,Karthik Joshi,karthik.cse21_155@rvce.edu.in,CSE,8.73,2025,1,Male
USN_2025_156,Kavya Sharma,kavya.cse21_156@rvce.edu.in,CSE,6.55,2025,3,Female
USN_2025_157,Deepak Joshi,deepak.cse21_157@rvce.edu.in,CSE,6.53,2025,0,Male
USN_2025_158,Pooja Iyer,pooja.cse21_158@rvce.edu.in,CSE,7.81,2025,2,Female
USN_2025_159,Pooja Hegde,pooja.cse21_159@rvce.edu.in,CSE,6.65,2025,0,Female
USN_2025_160,Rohan Gupta,rohan.cse21_160@rvce.edu.in,CSE,9.54,2025,1,Male
USN_2025_161,Ishita Rao,ishita.cse21_161@rvce.edu.in,CSE,8.05,2025,0,Female
USN_2025_162,Meera Joshi,meera.cse21_162@rvce.edu.in,CSE,7.52,2025,0,Female
USN_2025_163,Siddharth Nair,siddharth.cse21_163@rvce.edu.in,CSE,7.98,2025,0,Male
USN_2025_164,Aarav Iyer,aarav.cse21_164@rvce.edu.in,CSE,7.33,2025,0,Male
USN_2025_165,Ishita Pillai,ishita.cse21_165@rvce.edu.in,CSE,8.25,2025,2,Female
USN_2025_166,Meera Nair,meera.cse21_166@rvce.edu.in,CSE,6.83,2025,0,Female
USN_2025_167,Kavya Hegde,kavya.cse21_167@rvce.edu.in,CSE,7.63,2025,0,Female
USN_2025_168,Divya Gupta,divya.cse21_168@rvce.edu.in,CSE,7.51,2025,0,Female
USN_2025_169,Varun Reddy,varun.cse21_169@rvce.edu.in,CSE,9.67,2025,0,Male
USN_2025_170,Sneha Rao,sneha.cse21_170@rvce.edu.in,CSE,9.24,2025,0,Female
USN_2025_171,Aarav Kulkarni,aarav.cse21_171@rvce.edu.in,CSE,7.94,2025,0,Male
USN_2025_172,Manish Nair,manish.cse21_172@rvce.edu.in,CSE,7.75,2025,0,Male
USN_2025_173,Karthik Deshmukh,karthik.cse21_173@rvce.edu.in,CSE,6.54,2025,0,Male
USN_2025_174,Karthik Gupta,karthik.cse21_174@rvce.edu.in,CSE,6.07,2025,0,Male
USN_2025_175,Gaurav Menon,gaurav.cse21_175@rvce.edu.in,CSE,7.35,2025,0,Male
USN_2025_176,Gaurav Deshmukh,gaurav.cse21_176@rvce.edu.in,CSE,7.33,2025,0,Male
USN_2025_177,Bhavna Nair,bhavna.cse21_177@rvce.edu.in,CSE,7.43,2025,0,Female
USN_2025_178,Nikhil Deshmukh,nikhil.cse21_178@rvce.edu.in,CSE,6.37,2025,0,Male
USN_2025_179,Vikram Iyer,vikram.cse21_179@rvce.edu.in,CSE,9.36,2025,0,Male
USN_2025_180,Pranav Kulkarni,pranav.cse21_180@rvce.edu.in,CSE,6.50,2025,0,Male
USN_2025_181,Gaurav Hegde,gaurav.cse21_181@rvce.edu.in,CSE,6.34,2025,0,Male
USN_2025_182,Pranav Verma,pranav.cse21_182@rvce.edu.in,CSE,8.21,2025,0,Male
USN_2025_183,Gaurav Reddy,gaurav.cse21_183@rvce.edu.in,CSE,7.50,2025,0,Male
USN_2025_184,Pooja Reddy,pooja.cse21_184@rvce.edu.in,CSE,6.60,2025,0,Female
USN_2025_185,Nandini Gupta,nandini.cse21_185@rvce.edu.in,CSE,7.38,2025,2,Female
USN_2025_186,Neha Hegde,neha.cse21_186@rvce.edu.in,CSE,8.91,2025,0,Female
USN_2025_187,Karthik Singh,karthik.cse21_187@rvce.edu.in,CSE,8.66,2025,0,Male
USN_2025_188,Ankit Deshmukh,ankit.cse21_188@rvce.edu.in,CSE,7.58,2025,0,Male
USN_2025_189,Swati Verma,swati.cse21_189@rvce.edu.in,CSE,7.00,2025,0,Female
USN_2025_190,Gaurav Deshmukh,gaurav.cse21_190@rvce.edu.in,CSE,7.22,2025,0,Male
USN_2025_191,Harsh Nair,harsh.cse21_191@rvce.edu.in,CSE,8.21,2025,0,Male
USN_2025_192,Nikhil Bhat,nikhil.cse21_192@rvce.edu.in,CSE,6.29,2025,0,Male
USN_2025_193,Vikram Patel,vikram.cse21_193@rvce.edu.in,CSE,7.79,2025,0,Male
USN_2025_194,Ankit Bhat,ankit.cse21_194@rvce.edu.in,CSE,6.17,2025,0,Male
USN_2025_195,Manish Iyer,manish.cse21_195@rvce.edu.in,CSE,6.49,2025,1,Male
USN_2025_196,Divya Patel,divya.cse21_196@rvce.edu.in,CSE,8.27,2025,1,Female
USN_2025_197,Aarav Bhat,aarav.cse21_197@rvce.edu.in,CSE,7.83,2025,2,Male
USN_2025_198,Tanvi Verma,tanvi.cse21_198@rvce.edu.in,CSE,5.68,2025,0,Female
USN_2025_199,Bhavna Singh,bhavna.cse21_199@rvce.edu.in,CSE,7.43,2025,0,Female
USN_2025_200,Sneha Pillai,sneha.cse21_200@rvce.edu.in,CSE,6.20,2025,2,Female
USN_2025_201,Neha Bhat,neha.cse21_201@rvce.edu.in,CSE,6.64,2025,0,Female
USN_2025_202,Divya Kulkarni,divya.ise21_202@rvce.edu.in,ISE,7.94,2025,0,Female
USN_2025_203,Suresh Pillai,suresh.ise21_203@rvce.edu.in,ISE,9.77,2025,1,Male
USN_2025_204,Varun Iyer,varun.ise21_204@rvce.edu.in,ISE,7.73,2025,0,Male
USN_2025_205,Ankit Hegde,ankit.ise21_205@rvce.edu.in,ISE,7.83,2025,0,Male
USN_2025_206,Nandini Kulkarni,nandini.ise21_206@rvce.edu.in,ISE,6.74,2025,1,Female
USN_2025_207,Deepa Deshmukh,deepa.ise21_207@rvce.edu.in,ISE,8.39,2025,0,Female
USN_2025_208,Siddharth Hegde,siddharth.ise21_208@rvce.edu.in,ISE,7.44,2025,0,Male
USN_2025_209,Meera Patel,meera.ise21_209@rvce.edu.in,ISE,7.47,2025,1,Female
USN_2025_210,Siddharth Rao,siddharth.ise21_210@rvce.edu.in,ISE,9.31,2025,0,Male
USN_2025_211,Tanvi Hegde,tanvi.ise21_211@rvce.edu.in,ISE,8.15,2025,0,Female
USN_2025_212,Siddharth Kulkarni,siddharth.ise21_212@rvce.edu.in,ISE,7.20,2025,0,Male
USN_2025_213,Aarav Rao,aarav.ise21_213@rvce.edu.in,ISE,6.27,2025,0,Male
USN_2025_214,Rohan Deshmukh,rohan.ise21_214@rvce.edu.in,ISE,8.62,2025,0,Male
USN_2025_215,Siddharth Pillai,siddharth.ise21_215@rvce.edu.in,ISE,7.53,2025,0,Male
USN_2025_216,Gaurav Deshmukh,gaurav.ise21_216@rvce.edu.in,ISE,7.92,2025,0,Male
USN_2025_217,Harsh Deshmukh,harsh.ise21_217@rvce.edu.in,ISE,7.20,2025,0,Male
USN_2025_218,Ananya Patel,ananya.ise21_218@rvce.edu.in,ISE,7.51,2025,0,Female
USN_2025_219,Siddharth Nair,siddharth.ise21_219@rvce.edu.in,ISE,7.63,2025,0,Male
USN_2025_220,Suresh Hegde,suresh.ise21_220@rvce.edu.in,ISE,7.97,2025,0,Male
USN_2025_221,Rhea Reddy,rhea.ise21_221@rvce.edu.in,ISE,7.98,2025,0,Female
USN_2025_222,Kavya Reddy,kavya.ise21_222@rvce.edu.in,ISE,9.39,2025,0,Female
USN_2025_223,Aarav Sharma,aarav.ise21_223@rvce.edu.in,ISE,8.06,2025,0,Male
USN_2025_224,Nikhil Joshi,nikhil.ise21_224@rvce.edu.in,ISE,7.30,2025,0,Male
USN_2025_225,Harsh Patel,harsh.ise21_225@rvce.edu.in,ISE,7.44,2025,0,Male
USN_2025_226,Gaurav Hegde,gaurav.ise21_226@rvce.edu.in,ISE,5.53,2025,0,Male
USN_2025_227,Shreya Deshmukh,shreya.ise21_227@rvce.edu.in,ISE,8.66,2025,0,Female
USN_2025_228,Varun Verma,varun.ise21_228@rvce.edu.in,ISE,5.52,2025,3,Male
USN_2025_229,Aarav Sharma,aarav.ise21_229@rvce.edu.in,ISE,7.36,2025,0,Male
USN_2025_230,Sneha Verma,sneha.ise21_230@rvce.edu.in,ISE,9.30,2025,0,Female
USN_2025_231,Pranav Verma,pranav.ise21_231@rvce.edu.in,ISE,9.81,2025,0,Male
USN_2025_232,Aditya Sharma,aditya.ise21_232@rvce.edu.in,ISE,8.01,2025,0,Male
USN_2025_233,Ankit Iyer,ankit.ise21_233@rvce.edu.in,ISE,7.83,2025,0,Male
USN_2025_234,Meera Patel,meera.ise21_234@rvce.edu.in,ISE,6.35,2025,0,Female
USN_2025_235,Karthik Pillai,karthik.ise21_235@rvce.edu.in,ISE,9.46,2025,0,Male
USN_2025_236,Rhea Patel,rhea.ise21_236@rvce.edu.in,ISE,7.87,2025,0,Female
USN_2025_237,Ankit Patel,ankit.ise21_237@rvce.edu.in,ISE,5.90,2025,0,Male
USN_2025_238,Rohan Joshi,rohan.ise21_238@rvce.edu.in,ISE,8.77,2025,0,Male
USN_2025_239,Tanvi Verma,tanvi.ise21_239@rvce.edu.in,ISE,8.91,2025,0,Female
USN_2025_240,Nandini Kulkarni,nandini.ise21_240@rvce.edu.in,ISE,7.11,2025,1,Female
USN_2025_241,Bhavna Kulkarni,bhavna.ise21_241@rvce.edu.in,ISE,5.84,2025,0,Female
USN_2025_242,Kavya Menon,kavya.ise21_242@rvce.edu.in,ISE,6.01,2025,2,Female
USN_2025_243,Shreya Hegde,shreya.ise21_243@rvce.edu.in,ISE,8.04,2025,0,Female
USN_2025_244,Rohan Pillai,rohan.ise21_244@rvce.edu.in,ISE,8.65,2025,0,Male
USN_2025_245,Rohan Singh,rohan.ise21_245@rvce.edu.in,ISE,7.86,2025,0,Male
USN_2025_246,Ananya Pillai,ananya.ise21_246@rvce.edu.in,ISE,8.49,2025,0,Female
USN_2025_247,Varun Iyer,varun.ise21_247@rvce.edu.in,ISE,7.20,2025,0,Male
USN_2025_248,Divya Hegde,divya.ise21_248@rvce.edu.in,ISE,6.56,2025,0,Female
USN_2025_249,Bhavna Nair,bhavna.ise21_249@rvce.edu.in,ISE,7.41,2025,0,Female
USN_2025_250,Pranav Nair,pranav.ise21_250@rvce.edu.in,ISE,5.93,2025,0,Male
USN_2025_251,Karthik Singh,karthik.ise21_251@rvce.edu.in,ISE,7.56,2025,0,Male
USN_2025_252,Neha Kulkarni,neha.ise21_252@rvce.edu.in,ISE,7.81,2025,0,Female
USN_2025_253,Siddharth Singh,siddharth.ise21_253@rvce.edu.in,ISE,8.02,2025,0,Male
USN_2025_254,Kavya Nair,kavya.ise21_254@rvce.edu.in,ISE,7.89,2025,0,Female
USN_2025_255,Gaurav Gupta,gaurav.ise21_255@rvce.edu.in,ISE,7.47,2025,0,Male
USN_2025_256,Shreya Joshi,shreya.ise21_256@rvce.edu.in,ISE,7.71,2025,1,Female
USN_2025_257,Manish Kulkarni,manish.ise21_257@rvce.edu.in,ISE,7.20,2025,0,Male
USN_2025_258,Ishita Menon,ishita.ise21_258@rvce.edu.in,ISE,8.49,2025,0,Female
USN_2025_259,Ankit Sharma,ankit.ise21_259@rvce.edu.in,ISE,8.07,2025,0,Male
USN_2025_260,Bhavna Patel,bhavna.ise21_260@rvce.edu.in,ISE,7.31,2025,1,Female
USN_2025_261,Manish Kulkarni,manish.ise21_261@rvce.edu.in,ISE,7.12,2025,1,Male
USN_2025_262,Deepa Rao,deepa.ise21_262@rvce.edu.in,ISE,7.00,2025,0,Female
USN_2025_263,Neha Menon,neha.ise21_263@rvce.edu.in,ISE,8.53,2025,0,Female
USN_2025_264,Aarav Hegde,aarav.ise21_264@rvce.edu.in,ISE,7.13,2025,0,Male
USN_2025_265,Vikram Rao,vikram.ise21_265@rvce.edu.in,ISE,7.76,2025,0,Male
USN_2025_266,Karthik Reddy,karthik.ise21_266@rvce.edu.in,ISE,6.29,2025,0,Male
USN_2025_267,Divya Reddy,divya.ise21_267@rvce.edu.in,ISE,7.76,2025,0,Female
USN_2025_268,Rhea Bhat,rhea.ise21_268@rvce.edu.in,ISE,7.38,2025,0,Female
